,mean_test_score,mean_train_score,param_C,param_degree,param_gamma,param_kernel,params,split0test_score,split0train_score,split1test_score,split1train_score,split2test_score,split2train_score,std_test_score,std_train_score
0,0.07305306140436858,0.07305397035595036,1,2,auto,poly,"{'kernel': 'poly', 'C': 1, 'gammas': 'auto', 'degree': 2}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
1,0.07305306140436858,0.07305397035595036,1,3,auto,poly,"{'kernel': 'poly', 'C': 1, 'gammas': 'auto', 'degree': 3}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
2,0.07305306140436858,0.07305397035595036,1,5,auto,poly,"{'kernel': 'poly', 'C': 1, 'gammas': 'auto', 'degree': 5}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
3,0.07305306140436858,0.07305397035595036,10,2,auto,poly,"{'kernel': 'poly', 'C': 10, 'gammas': 'auto', 'degree': 2}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
4,0.07305306140436858,0.07305397035595036,10,3,auto,poly,"{'kernel': 'poly', 'C': 10, 'gammas': 'auto', 'degree': 3}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
5,0.07305306140436858,0.07305397035595036,10,5,auto,poly,"{'kernel': 'poly', 'C': 10, 'gammas': 'auto', 'degree': 5}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
6,0.07321224637730714,0.07353146827370148,20,2,auto,poly,"{'kernel': 'poly', 'C': 20, 'gammas': 'auto', 'degree': 2}",0.06972301814708691,0.07543566483647648,0.06924546322827126,0.07519694437813321,0.08066825775656325,0.06996179560649475,0.003045984385340393,0.0014583985949252704
7,0.07305306140436858,0.07305397035595036,20,3,auto,poly,"{'kernel': 'poly', 'C': 20, 'gammas': 'auto', 'degree': 3}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
8,0.07305306140436858,0.07305397035595036,20,5,auto,poly,"{'kernel': 'poly', 'C': 20, 'gammas': 'auto', 'degree': 5}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
9,0.07353061632318424,0.07400894719109774,30,2,auto,poly,"{'kernel': 'poly', 'C': 30, 'gammas': 'auto', 'degree': 2}",0.06972301814708691,0.07639054666984961,0.07020057306590258,0.07519694437813321,0.08066825775656325,0.0704393505253104,0.0029161031302726887,0.0014841897808417386
10,0.07305306140436858,0.07305397035595036,30,3,auto,poly,"{'kernel': 'poly', 'C': 30, 'gammas': 'auto', 'degree': 3}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
11,0.07305306140436858,0.07305397035595036,30,5,auto,poly,"{'kernel': 'poly', 'C': 30, 'gammas': 'auto', 'degree': 5}",0.06924546322827126,0.07495822391978993,0.06924546322827126,0.07495822391978993,0.08066825775656325,0.06924546322827126,0.003108890892330116,0.001554816524094436
