,mean_test_score,mean_train_score,param_C,param_degree,param_gamma,param_kernel,params,split0test_score,split0train_score,split1test_score,split1train_score,split2test_score,split2train_score,std_test_score,std_train_score
0,0.07766666666666668,0.07766666666666666,1,3,1e-06,rbf,"{'kernel': 'rbf', 'C': 1, 'gammas': 1e-06, 'degree': 3}",0.068,0.0825,0.083,0.075,0.082,0.0755,0.00395343263881271,0.0019767163194063567
1,0.07766666666666668,0.07766666666666666,1,3,0.0001,rbf,"{'kernel': 'rbf', 'C': 1, 'gammas': 0.0001, 'degree': 3}",0.068,0.0825,0.083,0.075,0.082,0.0755,0.00395343263881271,0.0019767163194063567
2,0.33166666666666667,0.5868333333333333,1,3,0.1,rbf,"{'kernel': 'rbf', 'C': 1, 'gammas': 0.1, 'degree': 3}",0.315,0.576,0.33,0.59,0.35,0.5945,0.008277591347639628,0.00454809687508801
3,0.11266666666666668,0.9393333333333334,1,3,1.0,rbf,"{'kernel': 'rbf', 'C': 1, 'gammas': 1, 'degree': 3}",0.097,0.9375,0.117,0.9445,0.124,0.936,0.006605272865645266,0.002138708506102232
4,0.07766666666666668,0.07766666666666666,10,3,1e-06,rbf,"{'kernel': 'rbf', 'C': 10, 'gammas': 1e-06, 'degree': 3}",0.068,0.0825,0.083,0.075,0.082,0.0755,0.00395343263881271,0.0019767163194063567
5,0.07766666666666668,0.07766666666666666,10,3,0.0001,rbf,"{'kernel': 'rbf', 'C': 10, 'gammas': 0.0001, 'degree': 3}",0.068,0.0825,0.083,0.075,0.082,0.0755,0.00395343263881271,0.0019767163194063567
6,0.31866666666666665,0.9361666666666667,10,3,0.1,rbf,"{'kernel': 'rbf', 'C': 10, 'gammas': 0.1, 'degree': 3}",0.311,0.9375,0.317,0.9385,0.328,0.9325,0.004064298035149311,0.0015153535218873186
7,0.11933333333333333,0.952,10,3,1.0,rbf,"{'kernel': 'rbf', 'C': 10, 'gammas': 1, 'degree': 3}",0.108,0.953,0.125,0.9555,0.125,0.9475,0.004626813958590448,0.001929306150465036
8,0.07766666666666668,0.07766666666666666,20,3,1e-06,rbf,"{'kernel': 'rbf', 'C': 20, 'gammas': 1e-06, 'degree': 3}",0.068,0.0825,0.083,0.075,0.082,0.0755,0.00395343263881271,0.0019767163194063567
9,0.07766666666666668,0.07783333333333332,20,3,0.0001,rbf,"{'kernel': 'rbf', 'C': 20, 'gammas': 0.0001, 'degree': 3}",0.068,0.0825,0.083,0.075,0.082,0.076,0.00395343263881271,0.0019196836159078902
10,0.3,0.9488333333333333,20,3,0.1,rbf,"{'kernel': 'rbf', 'C': 20, 'gammas': 0.1, 'degree': 3}",0.297,0.95,0.301,0.951,0.302,0.9455,0.0012472191289246482,0.0013810892105173254
11,0.11933333333333333,0.952,20,3,1.0,rbf,"{'kernel': 'rbf', 'C': 20, 'gammas': 1, 'degree': 3}",0.108,0.953,0.125,0.9555,0.125,0.9475,0.004626813958590448,0.001929306150465036
12,0.07766666666666668,0.07766666666666666,30,3,1e-06,rbf,"{'kernel': 'rbf', 'C': 30, 'gammas': 1e-06, 'degree': 3}",0.068,0.0825,0.083,0.075,0.082,0.0755,0.00395343263881271,0.0019767163194063567
13,0.08233333333333333,0.08600000000000001,30,3,0.0001,rbf,"{'kernel': 'rbf', 'C': 30, 'gammas': 0.0001, 'degree': 3}",0.069,0.0905,0.091,0.083,0.087,0.0845,0.0055243568420693554,0.0018708286933869684
14,0.29666666666666663,0.9511666666666666,30,3,0.1,rbf,"{'kernel': 'rbf', 'C': 30, 'gammas': 0.1, 'degree': 3}",0.297,0.952,0.287,0.9545,0.306,0.947,0.004480410034145771,0.001800205749557752
15,0.11933333333333333,0.952,30,3,1.0,rbf,"{'kernel': 'rbf', 'C': 30, 'gammas': 1, 'degree': 3}",0.108,0.953,0.125,0.9555,0.125,0.9475,0.004626813958590448,0.001929306150465036
