,mean_test_score,mean_train_score,param_C,param_degree,param_gamma,param_kernel,params,split0test_score,split0train_score,split1test_score,split1train_score,split2test_score,split2train_score,std_test_score,std_train_score
0,0.0,0.12002376708259062,1,2,auto,poly,"{'kernel': 'poly', 'C': 1, 'gammas': 'auto', 'degree': 2}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
1,0.0,0.12002376708259062,1,3,auto,poly,"{'kernel': 'poly', 'C': 1, 'gammas': 'auto', 'degree': 3}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
2,0.0,0.12002376708259062,1,5,auto,poly,"{'kernel': 'poly', 'C': 1, 'gammas': 'auto', 'degree': 5}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
3,0.0,0.12002376708259062,10,2,auto,poly,"{'kernel': 'poly', 'C': 10, 'gammas': 'auto', 'degree': 2}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
4,0.0,0.12002376708259062,10,3,auto,poly,"{'kernel': 'poly', 'C': 10, 'gammas': 'auto', 'degree': 3}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
5,0.0,0.12002376708259062,10,5,auto,poly,"{'kernel': 'poly', 'C': 10, 'gammas': 'auto', 'degree': 5}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
6,0.0,0.12002376708259062,20,2,auto,poly,"{'kernel': 'poly', 'C': 20, 'gammas': 'auto', 'degree': 2}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
7,0.0,0.12002376708259062,20,3,auto,poly,"{'kernel': 'poly', 'C': 20, 'gammas': 'auto', 'degree': 3}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
8,0.0,0.12002376708259062,20,5,auto,poly,"{'kernel': 'poly', 'C': 20, 'gammas': 'auto', 'degree': 5}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
9,0.0,0.12002376708259062,30,2,auto,poly,"{'kernel': 'poly', 'C': 30, 'gammas': 'auto', 'degree': 2}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
10,0.0,0.12002376708259062,30,3,auto,poly,"{'kernel': 'poly', 'C': 30, 'gammas': 'auto', 'degree': 3}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
11,0.0,0.12002376708259062,30,5,auto,poly,"{'kernel': 'poly', 'C': 30, 'gammas': 'auto', 'degree': 5}",0.0,0.11764705882352941,0.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0009702870836930805
