,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.000792105992635,0.000471274058024,0.98,0.98999801941,1,linear,"{'kernel': 'linear', 'C': 1}",1,1.0,0.979797979798,0.960784313725,1.0,0.979166666667,0.990196078431,0.000201594089821,0.000142513075585,0.0161791441641,0.00824862920299
1,0.00108464558919,0.000586032867432,0.973333333333,0.983363042187,1,rbf,"{'kernel': 'rbf', 'C': 1}",3,0.980392156863,0.969696969697,0.960784313725,1.0,0.979166666667,0.980392156863,5.86833752345e-05,8.85191387005e-05,0.00902067342384,0.0125482543565
2,0.000632365544637,0.000360647837321,0.973333333333,0.97999603882,10,linear,"{'kernel': 'linear', 'C': 10}",3,1.0,0.959595959596,0.921568627451,1.0,1.0,0.980392156863,2.72544406277e-05,5.15900687126e-06,0.037153629121,0.016497258406
3,0.000972668329875,0.000482241312663,0.98,0.97999603882,10,rbf,"{'kernel': 'rbf', 'C': 10}",1,0.980392156863,0.959595959596,0.960784313725,1.0,1.0,0.980392156863,1.73727744016e-05,4.36431198594e-05,0.015924659219,0.016497258406
